timestamp,location,temperature,humidity,wind_speed
2026-06-29 14:17:41,"San José, Costa Rica",26.6,55,13.3
2026-06-29 14:19:10,"San José, Costa Rica",26.6,55,13.3
2026-06-29 14:19:14,"San José, Costa Rica",26.6,55,13.3
